year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2017,2017-01-27,Notice,commerce-department,54,DOC,Commerce Department,commerce-department,2017-01890,Estimates of Voting Age Population for 2016,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01890,0
2017,2017-01-27,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-01934,Charter Renewals: Marine Protected Areas Federal Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01934,0
2017,2017-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01951,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Artist Canvas from People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01951,0
2017,2017-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01952,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Certain Frozen Warmwater Shrimp from Socialist Republic of Vietnam",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01952,0
2017,2017-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01955,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Pure Magnesium from People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01955,0
2017,2017-01-27,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01977,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Citric Acid and Certain Citrate Salts from Canada",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01977,0
2017,2017-01-27,Notice,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-01993,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Space-Based Data Collection System Agreements",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01993,0
2017,2017-01-27,Notice,court-services-and-offender-supervision-agency-for-the-district-of-columbia,94,CSOSA,Court Services and Offender Supervision Agency for the District of Columbia,court-services-and-offender-supervision-agency-for-the-district-of-columbia,2017-01927,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Generic Clearance for Collection of Qualitative Feedback on Agency Service Delivery",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01927,0
2017,2017-01-27,Notice,defense-department,103,DOD,Navy Department,navy-department,2017-01900,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01900,0
2017,2017-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,2017-01965,Arms Sales,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01965,0
2017,2017-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,2017-01971,Arms Sales,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01971,0
2017,2017-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,2017-01978,Arms Sales,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01978,0
2017,2017-01-27,Notice,defense-department,103,DOD,Defense Department,defense-department,2017-01979,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01979,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01907,"Environmental Assessments; Availability, etc.: UGI LNG, Inc.; Temple Truck Rack Expansion Project",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01907,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01908,Requests under Blanket Authorizations: National Fuel Gas Supply Corp.,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01908,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01909,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01909,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01910,"Environmental Impact Statements; Availability, etc.: PennEast Pipeline Co., LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01910,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01911,Permit Applications: Lock plus Hydro Friends Fund V,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01911,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01914,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01914,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01915,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01915,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01916,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01916,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01917,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01917,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01918,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01918,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01919,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01919,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01920,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01920,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01921,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01921,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01922,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01922,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01923,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01923,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01937,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01937,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01938,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01938,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01939,"Simultaneous Transmission Import Limit Values for Southwest Region: Public Service Co. of New Mexico; Tucson Electric Power Co.; UNS Electric, Inc.; et al.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01939,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01940,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01940,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01941,"Initial Market-Based Rate Filings Including Requests for Blanket Section 204 Authorizations: Luz Solar Partners Ltd., III",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01941,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01942,"Initial Market-Based Rate Filings Including Requests for Blanket Section 204 Authorizations: Luz Solar Partners Ltd., IV",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01942,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01943,Initial Market-Based Rate Filings Including Requests for Blanket Section 204 Authorizations: HL Power Co.,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01943,0
2017,2017-01-27,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-01944,Records Governing Off-the-Record Communications,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01944,0
2017,2017-01-27,Notice,federal-election-commission,165,FEC,Federal Election Commission,federal-election-commission,2017-02090,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02090,0
2017,2017-01-27,Notice,federal-financial-institutions-examination-council,168,FFIEC,Federal Financial Institutions Examination Council,federal-financial-institutions-examination-council,2017-01980,Meetings: Appraisal Subcommittee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01980,0
2017,2017-01-27,Notice,federal-trade-commission,192,FTC,Federal Trade Commission,federal-trade-commission,2017-01899,Proposed Consent Agreements: Cooperativa de Medicos Oftalmologos de Puerto Rico (OftaCoop); Analysis to Aid Public Comment,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01899,0
2017,2017-01-27,Notice,federal-trade-commission,192,FTC,Federal Trade Commission,federal-trade-commission,2017-01901,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Generic Clearance for Collection of Qualitative Feedback on Agency Service Delivery",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01901,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01891,Meetings: National Cancer Institute,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01891,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01892,"Meetings: National Heart, Lung, and Blood Institute",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01892,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01893,"Meetings: National Heart, Lung, and Blood Institute",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01893,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01894,Meetings: Eunice Kennedy Shriver National Institute of Child Health and Human Development,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01894,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,Substance Abuse and Mental Health Services Administration,substance-abuse-and-mental-health-services-administration,2017-01931,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01931,0
2017,2017-01-27,Notice,health-and-human-services-department,221,HHS,Health and Human Services Department,health-and-human-services-department,2017-02076,HHS Poverty Guidelines; Update,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02076,0
2017,2017-01-27,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2017-02116,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02116,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01926,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01926,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01930,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01930,0
2017,2017-01-27,Notice,justice-department,268,DOJ,"Alcohol, Tobacco, Firearms, and Explosives Bureau",alcohol-tobacco-firearms-and-explosives-bureau,2017-01945,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Request for ATF Background Investigation Information",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01945,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01948,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01948,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01949,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01949,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01950,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01950,0
2017,2017-01-27,Notice,justice-department,268,DOJ,"Alcohol, Tobacco, Firearms, and Explosives Bureau",alcohol-tobacco-firearms-and-explosives-bureau,2017-01954,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Request for ATF Background Investigation Information",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01954,0
2017,2017-01-27,Notice,justice-department,268,DOJ,Justice Department,justice-department,2017-01964,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Bureau of Justice Assistance Application Form: Public Safety Officers Educational Assistance",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01964,0
2017,2017-01-27,Notice,labor-department,271,DOL,Labor-Management Standards Office,labor-management-standards-office,2017-01960,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01960,0
2017,2017-01-27,Notice,legal-services-corporation,276,LSC,Legal Services Corporation,legal-services-corporation,2017-01906,Funding Availability: 2017 Pro Bono Innovation Fund Grants,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01906,0
2017,2017-01-27,Notice,national-science-foundation,366,NSF,National Science Foundation,national-science-foundation,2017-02096,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02096,0
2017,2017-01-27,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-01966,"Environmental Reviews: Waste Control Specialists, LLC Consolidated Interim Spent Fuel Storage Facility Project",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01966,0
2017,2017-01-27,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-01973,"License Applications: Waste Control Specialists, LLC's Consolidated Interim Spent Fuel  Storage Facility Project",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01973,0
2017,2017-01-27,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-01974,Meetings: Advisory Committee on Reactor Safeguards Subcommittee on NuScale,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01974,0
2017,2017-01-27,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-01975,Meetings: Advisory Committee on Reactor Safeguards Subcommittee on Planning and Procedures,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01975,0
2017,2017-01-27,Notice,personnel-management-office,406,OPM,Personnel Management Office,personnel-management-office,2017-01935,Meetings: President's Commission on White House Fellowships Advisory Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01935,0
2017,2017-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01895,Self-Regulatory Organizations; Proposed Rule Changes: Fixed Income Clearing Corp.,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01895,0
2017,2017-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01896,"Self-Regulatory Organizations; Proposed Rule Changes: BOX Options Exchange, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01896,0
2017,2017-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01897,"Applications: Aspiration Funds and Aspiration Fund Adviser, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01897,0
2017,2017-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01928,Meetings: Advisory Committee on Small and Emerging Companies,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01928,0
2017,2017-01-27,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-02079,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02079,0
2017,2017-01-27,Notice,state-department,476,DOS,State Department,state-department,2017-01905,Culturally Significant Objects Imported for Exhibition: Small Wonders: Gothic Boxwood Miniatures,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01905,0
2017,2017-01-27,Notice,state-department,476,DOS,State Department,state-department,2017-01912,Culturally Significant Objects Imported for Exhibition: Age of Empires: Chinese Art of Qin and Han Dynasties (221 B.C.–A.D. 200),,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01912,0
2017,2017-01-27,Notice,state-department,476,DOS,State Department,state-department,2017-01953,"Culturally Significant Objects Imported for Exhibition: Marc Chagall, Flowers and the French Riviera: The Color of Dreams",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01953,0
2017,2017-01-27,Notice,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2017-01889,Meetings: Twenty Eighth Radio Technical Commission for Aeronautics SC-217 Aeronautical Databases Joint Plenary with EUROCAE WG-44,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01889,0
2017,2017-01-27,Notice,treasury-department,497,TREAS,Treasury Department,treasury-department,2017-01967,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01967,0
2017,2017-01-27,Notice,treasury-department,497,TREAS,Treasury Department,treasury-department,2017-01968,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01968,0
2017,2017-01-27,Notice,treasury-department,497,TREAS,Internal Revenue Service,internal-revenue-service,2017-01991,"Agency Information Collection Activities; Proposals, Submissions, and Approvals",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01991,0
2017,2017-01-27,Notice,united-states-institute-of-peace,511,USIP,United States Institute of Peace,united-states-institute-of-peace,2017-01981,Meetings: Board of Directors,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01981,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02029,"Infrastructure Projects of High Priority, Environmental Reviews and Approvals; Efforts To Expedite (EO 13766)",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02029,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02031,"American Pipelines; Construction Requirements (Memorandum of January 24, 2017)",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02031,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02032,"Dakota Access Pipeline; Construction Guidelines (Memorandum of January 24, 2017)",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02032,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02035,"Keystone XL Pipeline; Construction (Memorandum of January 24, 2017)",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02035,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02044,"Domestic Manufacturing; Streamlining Permitting and Reducing Regulatory Burdens (Memorandum of January 24, 2017)",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02044,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02092,Special Observances: National School Choice Week (Proc. 9571),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02092,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02095,Defense and National Security: Border Security and Immigration Enforcement Improvements (EO 13767),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02095,0
2017,2017-01-27,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-02102,Immigration and Naturalization: Immigration Law Enforcement in the U.S. Interior; Enhancement of Public Safety (EO 13768),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02102,0
2017,2017-01-27,Proposed Rule,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-01886,Revision of Fee Schedules: Fee Recovery for Fiscal Year 2017,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01886,0
2017,2017-01-27,Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-01929,"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic: Shrimp Fishery of Gulf of Mexico; Revision of Bycatch Reduction Device Testing Manual",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01929,0
2017,2017-01-27,Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-01515,Fisheries of the Exclusive Economic Zone Off Alaska: Pollock in Statistical Area 610 in Gulf of Alaska,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01515,0
2017,2017-01-27,Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-02119,Fisheries of the Exclusive Economic Zone Off Alaska: Pollock in Statistical Area 630 in Gulf of Alaska,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02119,0
2017,2017-01-27,Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-02142,Fisheries of the Exclusive Economic Zone Off Alaska: Reallocation of Pacific Cod in Bering Sea and Aleutian Islands Management Area,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02142,0
2017,2017-01-27,Rule,consumer-product-safety-commission,84,CPSC,Consumer Product Safety Commission,consumer-product-safety-commission,2017-01285,Safety Standard for Sling Carriers,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01285,0
2017,2017-01-27,Rule,education-department,126,ED,Education Department,education-department,2017-02056,"Elementary and Secondary Education Act of 1965, as Amended by Every Student Succeeds Act - Accountability and State Plans; Open Licensing Requirement for Competitive Grant Programs; Family Educational Rights and Privacy Act; Delay of Effective Dates",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02056,0
2017,2017-01-27,Rule,farm-credit-system-insurance-corporation,156,FCSIC,Farm Credit System Insurance Corporation,farm-credit-system-insurance-corporation,2017-01033,Rules of Practice and Procedure: Adjusting Civil Money Penalties for Inflation,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01033,0
2017,2017-01-27,Rule,justice-department,268,DOJ,Drug Enforcement Administration,drug-enforcement-administration,2017-01976,"Import and Export Requirements: Controlled Substances, Listed Chemicals, and Tableting and Encapsulating Machines, etc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01976,0
2017,2017-01-27,Rule,postal-regulatory-commission,409,PRC,Postal Regulatory Commission,postal-regulatory-commission,2017-01898,Product Lists; Update,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01898,0
2017,2017-01-30,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01996,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Passenger Vehicle and Light Truck Tires from People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01996,0
2017,2017-01-30,Notice,commerce-department,54,DOC,International Trade Administration,international-trade-administration,2017-01997,"Antidumping or Countervailing Duty Investigations, Orders, or Reviews: Passenger Vehicle and Light Truck Tires from People's Republic of China",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01997,0
2017,2017-01-30,Notice,commerce-department,54,DOC,Census Bureau,census-bureau,2017-02004,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Monthly Wholesale Trade Survey",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02004,0
2017,2017-01-30,Notice,defense-department,103,DOD,Engineers Corps,engineers-corps,2017-02021,"Environmental Impact Statements; Availability, etc.: Delta Wetlands Project, San Joaquin and Contra Costa Counties, CA; Withdrawal",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02021,0
2017,2017-01-30,Notice,defense-department,103,DOD,Army Department,army-department,2017-02022,Military Freight Traffic Unified Rules Publication: New Carrier Performance Standard,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02022,0
2017,2017-01-30,Notice,delaware-river-basin-commission,112,DRBC,Delaware River Basin Commission,delaware-river-basin-commission,2017-02011,Meetings: Public Hearing and Business Meeting,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02011,0
2017,2017-01-30,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-02038,Revised Guidelines for Reporting on Cultural Resources Investigations for Pipeline Projects,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02038,0
2017,2017-01-30,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-02039,Combined Filings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02039,0
2017,2017-01-30,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-02040,"Institution of Section 206 Proceedings: Kelly Creek Wind, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02040,0
2017,2017-01-30,Notice,energy-department,136,DOE,Federal Energy Regulatory Commission,federal-energy-regulatory-commission,2017-02041,"Applications: Duke Energy Carolinas, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02041,0
2017,2017-01-30,Notice,farm-credit-administration,154,FCA,Farm Credit Administration,farm-credit-administration,2017-02170,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02170,0
2017,2017-01-30,Notice,federal-accounting-standards-advisory-board,158,FASAB,Federal Accounting Standards Advisory Board,federal-accounting-standards-advisory-board,2017-02028,Guidance: Statement of Federal Financial Accounting Standards,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02028,0
2017,2017-01-30,Notice,federal-election-commission,165,FEC,Federal Election Commission,federal-election-commission,2017-02229,Meetings: Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02229,0
2017,2017-01-30,Notice,federal-mine-safety-and-health-review-commission,180,MSHFRC,Federal Mine Safety and Health Review Commission,federal-mine-safety-and-health-review-commission,2017-02205,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02205,0
2017,2017-01-30,Notice,federal-mine-safety-and-health-review-commission,180,MSHFRC,Federal Mine Safety and Health Review Commission,federal-mine-safety-and-health-review-commission,2017-02206,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02206,0
